Gender,Age,Debt,Married,BankCustomer,Industry,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_enc,Gender_Male,Married_Yes,BankCustomer_Yes,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Unknown,Industry_Utilities,Industry_communicationservices,Industry_consumerdiscretionary,Industry_consumerstaples,Industry_education,Industry_energy,Industry_financials,Industry_healthcare,Industry_industrials,Industry_informationtechnology,Industry_materials,Industry_real estate,Industry_research,Industry_transport,Industry_utilities,PriorDefault_Yes,Employed_Yes,DriversLicense_Yes,Citizen_ByOtherMeans,Citizen_Temporary,Citizen_Unknown,Citizen_bybirth,Citizen_byothermeans,Citizen_temporary
Male,37.33,16.4,Yes,Yes,Healthcare,Yes,Yes,10.0,Yes,ByBirth,86679,19218.0,Approved,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,61.86,2.29,Yes,No,Utilities,Yes,Yes,46.0,Yes,ByBirth,24400,11541.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,70.92,12.26,Yes,Yes,Unknown,No,Yes,66.0,No,Temporary,29549,18103.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Female,74.69,8.98,Yes,Yes,CommunicationServices,No,Yes,67.0,No,ByBirth,64537,26620.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,59.41,27.51,No,Yes,Utilities,No,Yes,24.0,No,ByBirth,64999,76181.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,61.53,9.55,No,Yes,Real Estate,Yes,Yes,50.0,Yes,Unknown,74136,19369.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Female,57.64,9.36,No,No,Unknown,Yes,Yes,15.0,No,ByBirth,88799,63708.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,14.39,8.8,No,Yes,Materials,Yes,No,33.0,Yes,ByBirth,82423,49471.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,43.84,13.25,Yes,No,Financials,No,Yes,20.0,Yes,ByBirth,36139,84480.0,Rejected,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,15.96,19.19,Yes,Yes,utilities,No,No,8.0,Yes,ByBirth,19036,49471.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Female,50.41,4.76,No,Yes,Materials,Yes,Yes,52.0,No,ByBirth,35037,65089.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,46.0,17.5,Yes,No,transport,Yes,No,56.0,Yes,ByBirth,66514,36550.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Male,40.13,21.41,No,Yes,Utilities,No,Yes,34.0,Yes,ByOtherMeans,85534,49471.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Female,75.2,3.47,Yes,No,Unknown,Yes,Yes,41.0,No,ByBirth,36045,58055.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,56.72,20.79,Yes,Yes,InformationTechnology,No,Yes,13.0,No,ByOtherMeans,41533,74501.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Female,47.61,27.84,No,Yes,Industrials,No,No,32.0,No,byothermeans,46234,26354.0,Rejected,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Female,24.8,1.48,No,Yes,Real Estate,No,Yes,46.0,Yes,ByOtherMeans,98664,5394.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,67.63,3.19,Yes,Yes,Research,No,Yes,47.0,Yes,Temporary,17199,39915.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Male,53.3,22.29,Yes,Yes,Industrials,No,Yes,13.0,Yes,ByOtherMeans,10354,61059.0,Rejected,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,35.68,14.18,No,Yes,Energy,No,Yes,36.0,Yes,ByBirth,92797,91599.0,Rejected,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,73.56,23.0,Yes,No,Healthcare,Yes,Yes,66.0,Yes,ByOtherMeans,62614,40672.0,Approved,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,63.87,9.09,Yes,Yes,Materials,Yes,Yes,56.0,Yes,ByOtherMeans,67417,77576.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,64.77,12.44,No,No,Materials,Yes,No,45.0,Yes,Unknown,74296,78409.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Male,47.61,26.61,No,Yes,Financials,Yes,Yes,20.0,Yes,ByBirth,6262,35189.0,Approved,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,21.09,24.34,Yes,No,Healthcare,Yes,Yes,50.0,Yes,Temporary,81019,76760.0,Approved,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Female,60.82,17.64,Yes,No,ConsumerStaples,No,Yes,58.0,Yes,Unknown,95456,69108.0,Rejected,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Female,28.49,7.47,Yes,No,Education,No,Yes,62.0,Yes,ByBirth,96116,66586.0,Approved,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,48.51,15.78,Yes,No,CommunicationServices,Yes,Yes,33.0,Yes,ByBirth,33239,27327.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,66.15,11.06,Yes,No,Education,Yes,Yes,4.0,No,ByOtherMeans,71317,48217.0,Rejected,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,52.69,11.3,No,Yes,Healthcare,Yes,No,33.0,No,ByBirth,30542,44221.0,Rejected,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Female,47.61,24.67,Yes,No,Energy,No,Yes,26.0,Yes,ByBirth,55027,93383.0,Rejected,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,71.36,3.51,Yes,Yes,Materials,No,Yes,10.0,Yes,ByBirth,15698,86455.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,31.96,21.89,No,Yes,Materials,Yes,Yes,63.0,Yes,ByBirth,29842,95049.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,65.48,6.38,No,Yes,ConsumerDiscretionary,Yes,Yes,36.0,Yes,Unknown,42122,53589.0,Approved,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Female,68.19,11.31,Yes,Yes,Research,No,No,49.0,No,ByBirth,61356,85895.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Female,30.98,22.76,Yes,Yes,CommunicationServices,Yes,Yes,33.0,No,bybirth,11225,72413.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Female,22.73,6.81,No,No,CommunicationServices,Yes,Yes,36.0,Yes,ByBirth,48990,85554.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,58.52,4.68,No,No,Research,Yes,Yes,1.0,No,ByBirth,16140,49471.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,29.8,4.71,No,No,InformationTechnology,No,Yes,33.0,Yes,ByOtherMeans,59989,22161.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,21.56,16.27,Yes,Yes,Industrials,Yes,Yes,13.0,No,ByBirth,93910,72965.0,Approved,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,45.19,6.03,No,Yes,Energy,Yes,Yes,29.0,Yes,ByBirth,55448,54151.0,Approved,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,73.87,22.31,Yes,No,Industrials,No,Yes,43.0,Yes,ByOtherMeans,17840,1358.0,Rejected,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,27.94,8.12,No,No,Education,Yes,Yes,61.0,Yes,Temporary,68695,7511.0,Approved,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Male,32.97,11.24,Yes,Yes,Unknown,Yes,Yes,33.0,No,ByBirth,51488,65620.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,48.24,13.34,Yes,No,Materials,Yes,Yes,66.0,Yes,ByBirth,51938,34656.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,43.89,16.69,Yes,Yes,Healthcare,No,Yes,4.0,Yes,ByBirth,18402,13370.0,Rejected,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,19.78,7.26,Yes,Yes,InformationTechnology,No,Yes,63.0,Yes,Unknown,28324,68888.0,Approved,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Male,63.26,9.62,Yes,Yes,Unknown,No,Yes,32.0,Yes,ByBirth,82074,67698.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,24.51,11.07,Yes,Yes,ConsumerDiscretionary,No,Yes,14.0,Yes,ByBirth,96027,49471.0,Rejected,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,14.25,12.58,Yes,Yes,ConsumerStaples,No,Yes,30.0,Yes,ByOtherMeans,84967,76520.0,Rejected,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,36.55,21.81,Yes,Yes,ConsumerStaples,Yes,Yes,50.0,Yes,ByBirth,70891,66067.0,Approved,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,16.03,Yes,Yes,Materials,No,Yes,66.0,No,ByOtherMeans,84056,56330.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,24.22,17.03,Yes,No,Energy,No,Yes,58.0,Yes,ByBirth,97687,29345.0,Rejected,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,63.78,13.0,Yes,No,Transport,Yes,Yes,14.0,Yes,ByBirth,58781,44151.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,70.06,11.9,No,Yes,Transport,Yes,Yes,25.0,Yes,ByBirth,22931,72235.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,8.42,Yes,No,ConsumerDiscretionary,No,Yes,61.0,No,ByOtherMeans,58466,11743.0,Rejected,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Female,74.26,23.31,Yes,Yes,Financials,No,Yes,27.0,No,ByBirth,4068,44933.0,Rejected,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,15.29,8.3,Yes,Yes,Education,Yes,Yes,65.0,No,bybirth,39732,67803.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Female,45.02,10.55,No,Yes,Education,Yes,Yes,33.0,No,bybirth,47941,1597.0,Rejected,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Male,16.42,17.4,Yes,No,Energy,Yes,Yes,12.0,Yes,ByBirth,4478,14906.0,Rejected,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,18.44,22.54,No,No,healthcare,Yes,No,31.0,No,ByBirth,51249,55538.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Female,52.28,26.35,Yes,Yes,Real Estate,No,Yes,42.0,Yes,ByOtherMeans,8928,37752.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,24.22,17.13,Yes,Yes,ConsumerStaples,No,Yes,5.0,Yes,ByBirth,13098,22654.0,Rejected,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,56.87,21.46,Yes,Yes,Research,Yes,Yes,14.0,Yes,ByOtherMeans,5711,70216.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,58.93,25.06,Yes,Yes,Healthcare,Yes,No,19.0,Yes,ByBirth,47933,23960.0,Rejected,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,74.76,25.41,Yes,Yes,Transport,Yes,Yes,54.0,Yes,ByBirth,98943,8713.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,67.21,2.49,Yes,Yes,Energy,Yes,Yes,61.0,Yes,ByBirth,14183,88948.0,Approved,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,12.96,No,Yes,Energy,No,Yes,8.0,Yes,ByBirth,34292,20760.0,Rejected,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,15.77,18.09,Yes,No,Research,Yes,Yes,10.0,Yes,ByBirth,8920,50077.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,47.61,13.07,Yes,Yes,InformationTechnology,Yes,Yes,53.0,Yes,ByBirth,14431,86271.0,Approved,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,77.6,26.54,Yes,No,Research,Yes,No,52.0,No,ByBirth,21015,53523.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Female,69.68,4.02,No,Yes,ConsumerDiscretionary,Yes,Yes,21.0,No,bybirth,35063,81054.0,Approved,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Female,17.45,18.29,Yes,Yes,Unknown,Yes,Yes,40.0,No,ByBirth,95961,999999.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,54.42,25.79,No,Yes,Financials,Yes,Yes,26.0,Yes,ByOtherMeans,10750,53853.0,Approved,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,50.09,14.76,No,Yes,Utilities,No,Yes,33.0,Yes,Temporary,85408,71751.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Male,32.68,23.82,Yes,Yes,Energy,Yes,Yes,30.0,Yes,Temporary,37852,14619.0,Approved,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Female,38.42,21.38,No,Yes,Industrials,No,Yes,33.0,Yes,ByBirth,15046,57631.0,Rejected,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,46.17,24.55,Yes,Yes,Transport,Yes,Yes,30.0,Yes,bybirth,67572,73065.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Male,66.59,24.29,Yes,Yes,Education,Yes,Yes,60.0,No,ByBirth,27888,55348.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,48.42,22.91,Yes,No,Research,Yes,Yes,24.0,No,ByBirth,65280,33746.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,73.85,2.09,No,Yes,ConsumerDiscretionary,No,No,53.0,Yes,bybirth,7504,38758.0,Rejected,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Female,77.8,11.58,No,Yes,CommunicationServices,No,No,56.0,No,ByBirth,63483,91199.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,77.59,22.64,Yes,Yes,ConsumerDiscretionary,Yes,No,17.0,Yes,bybirth,36058,94502.0,Rejected,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Male,64.17,1.87,Yes,Yes,utilities,Yes,Yes,37.0,Yes,ByBirth,88067,25502.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Female,47.61,18.37,Yes,Yes,Materials,Yes,Yes,21.0,Yes,Unknown,63508,99682.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Female,43.2,4.29,No,No,Financials,Yes,Yes,53.0,Yes,ByBirth,1770,60133.0,Approved,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,50.74,10.76,No,No,Financials,No,Yes,16.0,No,ByOtherMeans,72596,74655.0,Rejected,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Male,15.54,14.68,Yes,Yes,Real Estate,Yes,Yes,50.0,Yes,ByBirth,74573,59109.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,53.84,15.8,No,Yes,consumerstaples,No,Yes,21.0,Yes,byothermeans,20562,30159.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Female,61.28,20.79,No,Yes,Industrials,Yes,Yes,37.0,Yes,Temporary,46510,49471.0,Approved,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Female,57.24,10.79,No,Yes,ConsumerDiscretionary,Yes,Yes,57.0,Yes,ByBirth,24250,36301.0,Approved,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,66.45,19.38,Yes,Yes,Financials,No,Yes,52.0,Yes,ByBirth,63405,62522.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,68.49,18.65,Yes,Yes,Education,Yes,Yes,55.0,No,ByBirth,79384,21354.0,Approved,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,42.35,25.32,Yes,Yes,CommunicationServices,No,Yes,30.0,Yes,ByOtherMeans,30135,42545.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Female,47.61,12.57,Yes,Yes,ConsumerDiscretionary,Yes,Yes,27.0,Yes,ByBirth,95170,83097.0,Approved,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,0.22,Yes,No,ConsumerDiscretionary,No,Yes,21.0,Yes,ByBirth,49141,51604.0,Rejected,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,62.81,23.29,No,No,Materials,Yes,Yes,57.0,Yes,Temporary,94830,45263.0,Approved,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
